"age","sex","category","population"
92,"Naiset","v2010",6
92,"Naiset","v2024",12
93,"Naiset","v1990",0
93,"Naiset","v2010",5
93,"Naiset","v2024",3
94,"Naiset","v1990",0
94,"Naiset","v2010",4
94,"Naiset","v2024",4
95,"Naiset","v1990",0
95,"Naiset","v2010",2
95,"Naiset","v2024",6
96,"Naiset","v1990",0
96,"Naiset","v2010",0
96,"Naiset","v2024",6
97,"Naiset","v1990",0
97,"Naiset","v2010",1
97,"Naiset","v2024",2
98,"Naiset","v1990",2
98,"Naiset","v2010",1
98,"Naiset","v2024",5
99,"Naiset","v1990",0
99,"Naiset","v2010",1
99,"Naiset","v2024",0
100,"Naiset","v1990",0
100,"Naiset","v2010",1
100,"Naiset","v2024",2
